2019/04/24,['평균기온:19'],['일강수량:4.1']
2019/04/25,['평균기온:13'],['일강수량:11.3']
2019/04/26,['평균기온:8'],['일강수량:4.9']
2019/04/27,['평균기온:11'],[]
2019/04/28,['평균기온:12'],['일강수량:0.0']
2019/04/29,['평균기온:13'],[]
2019/04/30,['평균기온:15'],[]
2019/05/01,['평균기온:16'],[]
2019/05/02,['평균기온:17'],[]
2019/05/03,['평균기온:17'],[]
2019/05/04,['평균기온:19'],[]
2019/05/05,['평균기온:19'],[]
2019/05/06,['평균기온:14'],['일강수량:0.0']
2019/05/07,['평균기온:15'],[]
2019/05/08,['평균기온:15'],[]
2019/05/09,['평균기온:16'],[]
2019/05/10,['평균기온:17'],[]
2019/05/11,['평균기온:20'],[]
2019/05/12,['평균기온:21'],[]
2019/05/13,['평균기온:18'],['일강수량:0.0']
2019/05/14,['평균기온:19'],[]
2019/05/15,['평균기온:20'],[]
2019/05/16,['평균기온:23'],[]
2019/05/17,['평균기온:23'],[]
2019/05/18,['평균기온:22'],['일강수량:0.0']
2019/05/19,['평균기온:19'],['일강수량:22.0']
2019/05/20,['평균기온:16'],['일강수량:8.7']
2019/05/21,['평균기온:17'],[]
2019/05/22,['평균기온:19'],[]
2019/05/23,['평균기온:22'],[]
2019/05/24,['평균기온:24'],[]
2019/05/25,['평균기온:23'],[]
2019/05/26,['평균기온:24'],[]
2019/05/27,['평균기온:17'],['일강수량:7.1']
2019/05/28,['평균기온:18'],[]
2019/05/29,['평균기온:20'],[]
2019/05/30,['평균기온:19'],['일강수량:0.0']
2019/05/31,['평균기온:19'],[]
2019/06/01,['평균기온:18'],[]
2019/06/02,['평균기온:21'],[]
2019/06/03,['평균기온:23'],[]
2019/06/04,['평균기온:22'],[]
2019/06/05,['평균기온:23'],[]
2019/06/06,['평균기온:21'],['일강수량:7.9']
2019/06/07,['평균기온:20'],['일강수량:35.3']
2019/06/08,['평균기온:21'],[]
2019/06/09,['평균기온:21'],['일강수량:2.5']
2019/06/10,['평균기온:18'],['일강수량:9.5']
2019/06/11,['평균기온:20'],[]
2019/06/12,['평균기온:21'],[]
2019/06/13,['평균기온:23'],[]
2019/06/14,['평균기온:23'],[]
2019/06/15,['평균기온:21'],['일강수량:2.1']
2019/06/16,['평균기온:22'],[]
2019/06/17,['평균기온:21'],['일강수량:0.0']
2019/06/18,['평균기온:20'],['일강수량:13.8']
2019/06/19,['평균기온:21'],['일강수량:0.2']
2019/06/20,['평균기온:22'],[]
2019/06/21,['평균기온:22'],['일강수량:0.2']
2019/06/22,['평균기온:24'],[]
2019/06/23,['평균기온:25'],[]
2019/06/24,['평균기온:25'],[]
2019/06/25,['평균기온:25'],[]
2019/06/26,['평균기온:25'],['일강수량:0.0']
2019/06/27,['평균기온:25'],['일강수량:1.4']
2019/06/28,['평균기온:24'],['일강수량:0.0']
2019/06/29,['평균기온:23'],['일강수량:1.5']
2019/06/30,['평균기온:23'],['일강수량:0.0']
2019/07/01,['평균기온:23'],[]
2019/07/02,['평균기온:24'],[]
2019/07/03,['평균기온:24'],[]
2019/07/04,['평균기온:25'],[]
2019/07/05,['평균기온:27'],['일강수량:0.0']
2019/07/06,['평균기온:29'],[]
2019/07/07,['평균기온:26'],[]
2019/07/08,['평균기온:25'],[]
2019/07/09,['평균기온:25'],[]
2019/07/10,['평균기온:22'],['일강수량:8.5']
2019/07/11,['평균기온:21'],['일강수량:2.9']
2019/07/12,['평균기온:23'],[]
2019/07/13,['평균기온:24'],['일강수량:0.0']
2019/07/14,['평균기온:25'],[]
2019/07/15,['평균기온:23'],['일강수량:7.7']
2019/07/16,['평균기온:24'],['일강수량:6.3']
2019/07/17,['평균기온:25'],['일강수량:0.7']
2019/07/18,['평균기온:26'],[]
2019/07/19,['평균기온:28'],['일강수량:0.0']
2019/07/20,['평균기온:28'],['일강수량:1.1']
2019/07/21,['평균기온:25'],['일강수량:6.2']
2019/07/22,['평균기온:26'],['일강수량:0.1']
2019/07/23,['평균기온:28'],[]
2019/07/24,['평균기온:26'],['일강수량:1.0']
2019/07/25,['평균기온:26'],['일강수량:9.7']
2019/07/26,['평균기온:25'],['일강수량:60.0']
2019/07/27,['평균기온:28'],['일강수량:0.6']
2019/07/28,['평균기온:26'],['일강수량:25.6']
2019/07/29,['평균기온:27'],['일강수량:0.5']
2019/07/30,['평균기온:28'],['일강수량:1.2']
2019/07/31,['평균기온:25'],['일강수량:62.3']
